address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,voting_power,timestamp,author_ipfs_hash,reason
0x4fC53CDFB93FA69058529AA2CAa174581E7Fb541,,,,,,,,100,,,2.7736607778441558,1689960308,bafkreibo7gppyywhhrcwyyyemgm4b5hh655fmwajuudqvnz7corzgrakqu,""
0x8c6fDBca2070590D7f2cE5b2c1ED1C305D968E5D,,1,,,,,,,,1,353.1307406927944,1689960368,bafkreiaxulkwxuz4n7d7pvcw6twuyfh2evskjt7u3d67nt6fiuahvciqeu,""
0x23ee51e614cBF138e4cAbA9EC5ed4fF7D27A8596,,1,,,,,,,,,4.930629843389278,1689960679,bafkreibeing6fsw7qagehpd6y5vatwbrsbw36efiaavjzrffzl5t6rntcy,""
0x553c22860c858f3C87EB55081b936EeCE1E4d55c,,,,,,,,,,1,0.17898844690522342,1689961211,bafkreia6riiuwgumysevhm55r7yvyvivs3q4ide7e6wbi6o5pjs22hbr4y,""
0x22334fC9442e39402b34808FbCC6Dc1578ed4508,,,,,,,1,,,,3.6049548376480445,1689961433,bafkreigkubdx63gi2erwjgj2rmw5kbjunzs4roztw6sh3w3rdjr5e6hgcy,"Best Defi Project "
0x809f5eFf8CD81944220F02E12Ba4543cB01b54ee,1,1,1,,,,,,,,118.0652680462414,1689961602,bafkreies2vg3iqjnijpl5npqb2qqbs2ifxmqjwiqrvjaga3ps5lev4yolm,""
0x63c98C683D706356463e5C91701f67396b3475C4,,,,,,,1,2,,3,0.624572847046416,1689961629,bafkreiak5zajtaukkrxb33yz64rd5v5heaqwu7inpi3sexmnrlk7c5nr5i,""
0xB46f61D7DBAd54048d6e236D44fEb79E167E59c3,,1,,,,,,,,,2.100545951707309,1689961716,bafkreig6pf5ub3qsdss62alkwu76yjbemox7e6enassdm5yauzja6pbiye,""
0x2A8960b549F1fC9b5dCC247F2bBDB9A0bB2D638C,,,,1,,,,,1,,16436.00411709065,1689961724,bafkreidcfyik3jx5add5q7xlsebcyshrfhirsrvmt7rrep57iytwnon32u,""
0x06a1390657a5E143e2A7eA33B1142Cf188858DFc,,,,,,1,,,,,12481.254649832315,1689961746,bafkreieo3pf54d572k23wblsccyap3qrzhq6zpnyyc7hmi3tuzdu4vf46y,""
0x50A66f2eb9Dc7c56D64C170b270137E5E4b98eE1,,,,,,1,,,,,64.2807320215447,1689962063,bafkreiez32be5ahnop7tzfatcez7w66q65fvhxpe45zxcnpmt3duzmsnk4,""
0x381FECb868F4CA2024F9093bF1Bc426d28AA40bf,,,,,,,,,,1,5431.962515508639,1689962076,bafkreiadbrv4o3tpafspxywltga4zup7jqwctzmjakqo52kzhkvqrme6uy,""
0x80f40eD437d2b597C04317bAdd9238ff7e2Bf230,,250,,,,500,150,,150,,1102.7734784932188,1689962090,bafkreiduh3ecf4d2hb276e3vrsqbpvtgvun4bs6j47scehn6objxoevtre,""
0xe9583c4F46f8993C4398Ca64100E08D461E40130,,,,,,,1,,,,19.676604443194933,1689962513,bafkreiad4b627p6gyocjqhn6m3qazjz3awodlht7e45qralyqirawz4axa,""
